"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Z3_ab_no_dodge[44]",0,0,0,0,0,0,0,1,1
"Z3_ab_no_dodge[45]",1,0,1,1,1,1,1,1,1
"Z3_b[1]",0.315490196078431,0.464733586587584,0,0,0,1,1,1.00107216688332,9100
"Z3_b[2]",1,0,1,1,1,1,1,1,1
"Z3_b[3]",0.000980392156862745,0.0312973963796081,0,0,0,0,0,1.01930698564841,10000
"Z3_b[4]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.0583046071805,5700
"Z3_b[5]",1,0,1,1,1,1,1,1,1
"Z3_b[6]",0,0,0,0,0,0,0,1,1
"Z3_b[7]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.03154751560815,10000
"Z3_b[8]",1,0,1,1,1,1,1,1,1
"Z3_b[9]",1,0,1,1,1,1,1,1,1
"Z3_b[10]",0,0,0,0,0,0,0,1,1
"Z3_b[11]",0.0154901960784314,0.123497956149151,0,0,0,0,0,1.01020217871551,3100
"Z3_b[12]",1,0,1,1,1,1,1,1,1
"Z3_b[13]",0.00147058823529412,0.038321920397423,0,0,0,0,0,1.00085128600771,10000
"Z3_b[14]",0,0,0,0,0,0,0,1,1
"Z3_b[15]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.06018612984754,7000
"Z3_b[16]",1,0,1,1,1,1,1,1,1
"Z3_b[17]",1,0,1,1,1,1,1,1,1
"Z3_b[18]",1,0,1,1,1,1,1,1,1
"Z3_b[19]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.02763878665323,10000
"Z3_b[20]",1,0,1,1,1,1,1,1,1
"Z3_b[21]",0.000588235294117647,0.0242476166913541,0,0,0,0,0,1.03912887064361,10000
"Z3_b[22]",0,0,0,0,0,0,0,1,1
"Z3_b[23]",0,0,0,0,0,0,0,1,1
"Z3_b[24]",0,0,0,0,0,0,0,1,1
"Z3_b[25]",1,0,1,1,1,1,1,1,1
"Z3_b[26]",0.000588235294117647,0.0242476166913541,0,0,0,0,0,1.03912887064361,10000
"Z3_b[27]",0.00156862745098039,0.0395767661605378,0,0,0,0,0,1.05561177495909,5300
"Z3_b[28]",1,0,1,1,1,1,1,1,1
"Z3_b[29]",0.0148039215686275,0.120773322774458,0,0,0,0,0,1.00665844073962,5000
"Z3_b[30]",0.012843137254902,0.112602993575368,0,0,0,0,0,1.00256280150527,10000
"Z3_b[31]",0.0166666666666667,0.12802537170515,0,0,0,0,0,1.00371428059708,7900
"Z3_b[32]",1,0,1,1,1,1,1,1,1
"Z3_b[33]",1,0,1,1,1,1,1,1,1
"Z3_b[34]",1,0,1,1,1,1,1,1,1
"Z3_b[35]",0.00137254901960784,0.0370243098640138,0,0,0,0,0,1.08293828452721,3900
"Z3_b[36]",0.000980392156862745,0.0312973963796081,0,0,0,0,0,1.00482519921461,10000
"Z3_b[37]",0.00166666666666667,0.0407927938641728,0,0,0,0,0,1.0312939954634,9100
"Z3_b[38]",0.00107843137254902,0.0328233755610851,0,0,0,0,0,1.00396781667989,10000
"Z3_b[39]",0,0,0,0,0,0,0,1,1
"Z3_b[40]",0,0,0,0,0,0,0,1,1
"Z3_b[41]",0.00117647058823529,0.0342812152795859,0,0,0,0,0,1.06584040686667,5800
"Z3_b[42]",0,0,0,0,0,0,0,1,1
"Z3_b[43]",0.00156862745098039,0.0395767661605378,0,0,0,0,0,1.0243898586597,10000
"Z3_b[44]",1,0,1,1,1,1,1,1,1
"Z3_b[45]",0,0,0,0,0,0,0,1,1
"Z4_a[1]",0.401078431372549,0.490140873640257,0,0,0,1,1,1.0011762801008,6200
"Z4_a[2]",0,0,0,0,0,0,0,1,1
"Z4_a[3]",0.830882352941177,0.37487417359219,0,1,1,1,1,1.00134596768335,4000
"Z4_a[4]",0.835098039215686,0.371110234768214,0,1,1,1,1,1.00093190348882,10000
"Z4_a[5]",0,0,0,0,0,0,0,1,1
"Z4_a[6]",0,0,0,0,0,0,0,1,1
"Z4_a[7]",0.834607843137255,0.371552318974227,0,1,1,1,1,1.00139850383107,3700
"Z4_a[8]",0,0,0,0,0,0,0,1,1
"Z4_a[9]",0,0,0,0,0,0,0,1,1
"Z4_a[10]",0.839901960784314,0.36671493200189,0,1,1,1,1,1.00180008234021,2100
"Z4_a[11]",0.779509803921569,0.414597541698536,0,1,1,1,1,1.00183987553333,2000
"Z4_a[12]",0,0,0,0,0,0,0,1,1
"Z4_a[13]",0.82843137254902,0.377023566217497,0,1,1,1,1,1.00098950270797,10000
"Z4_a[14]",0,0,0,0,0,0,0,1,1
"Z4_a[15]",0.832941176470588,0.373046668021314,0,1,1,1,1,1.0015263901266,3000
"Z4_a[16]",0,0,0,0,0,0,0,1,1
"Z4_a[17]",0,0,0,0,0,0,0,1,1
"Z4_a[18]",0,0,0,0,0,0,0,1,1
"Z4_a[19]",0.834509803921569,0.371640595113647,0,1,1,1,1,1.00128283522716,4600
"Z4_a[20]",0,0,0,0,0,0,0,1,1
"Z4_a[21]",0.831470588235294,0.374354095005706,0,1,1,1,1,1.00189848638416,1900
"Z4_a[22]",1,0,1,1,1,1,1,1,1
"Z4_a[23]",0,0,0,0,0,0,0,1,1
"Z4_a[24]",0,0,0,0,0,0,0,1,1
"Z4_a[25]",0,0,0,0,0,0,0,1,1
"Z4_a[26]",0.835980392156863,0.370311517866482,0,1,1,1,1,1.00103329247062,10000
"Z4_a[27]",0.834901960784314,0.371287209286373,0,1,1,1,1,1.00123255039,5300
"Z4_a[28]",0,0,0,0,0,0,0,1,1
"Z4_a[29]",0.785490196078431,0.410501971632953,0,1,1,1,1,1.00103982417009,10000
"Z4_a[30]",0.78078431372549,0.413735363752903,0,1,1,1,1,1.00089759909803,10000
"Z4_a[31]",0.782745098039216,0.412397724592217,0,1,1,1,1,1.00091792662579,10000
"Z4_a[32]",0,0,0,0,0,0,0,1,1
"Z4_a[33]",0,0,0,0,0,0,0,1,1
"Z4_a[34]",0,0,0,0,0,0,0,1,1
"Z4_a[35]",0.835882352941177,0.370400453049837,0,1,1,1,1,1.00106462697938,9400
"Z4_a[36]",0.836666666666667,0.36968764446849,0,1,1,1,1,1.00098068041264,10000
"Z4_a[37]",0.829803921568627,0.375823390294607,0,1,1,1,1,1.00115962299762,6500
"Z4_a[38]",0.833333333333333,0.372696266122577,0,1,1,1,1,1.00150991741461,3000
"Z4_a[39]",0,0,0,0,0,0,0,1,1
"Z4_a[40]",1,0,1,1,1,1,1,1,1
"Z4_a[41]",0.838137254901961,0.368342908802196,0,1,1,1,1,1.00137147474258,3900
"Z4_a[42]",0,0,0,0,0,0,0,1,1
"Z4_a[43]",0.833039215686274,0.372959137070902,0,1,1,1,1,1.00160367404995,2700
"Z4_a[44]",0,0,0,0,0,0,0,1,1
"Z4_a[45]",0,0,0,0,0,0,0,1,1
"Z4_ab[1]",0.329411764705882,0.470022672784502,0,0,0,1,1,1.00127257670968,4800
"Z4_ab[2]",0.0847058823529412,0.278457173819319,0,0,0,0,1,1.00086096414255,10000
"Z4_ab[3]",0.169117647058824,0.374874173592189,0,0,0,0,1,1.00134596768335,4000
"Z4_ab[4]",0.164901960784314,0.371110234768214,0,0,0,0,1,1.00093190348882,10000
"Z4_ab[5]",0.166078431372549,0.372169269840696,0,0,0,0,1,1.00115153439077,6700
"Z4_ab[6]",1,0,1,1,1,1,1,1,1
"Z4_ab[7]",0.165392156862745,0.371552318974227,0,0,0,0,1,1.00139850383107,3700
"Z4_ab[8]",0,0,0,0,0,0,0,1,1
"Z4_ab[9]",0.0864705882352941,0.281071469235783,0,0,0,0,1,1.00101131856602,10000
"Z4_ab[10]",0.160098039215686,0.36671493200189,0,0,0,0,1,1.00180008234021,2100
"Z4_ab[11]",0.207058823529412,0.405217923247117,0,0,0,0,1,1.00154161457582,2900
"Z4_ab[12]",0,0,0,0,0,0,0,1,1
"Z4_ab[13]",0.17156862745098,0.377023566217497,0,0,0,0,1,1.00098950270797,10000
"Z4_ab[14]",1,0,1,1,1,1,1,1,1
"Z4_ab[15]",0.167058823529412,0.373046668021314,0,0,0,0,1,1.0015263901266,3000
"Z4_ab[16]",0.0849019607843137,0.278749413645104,0,0,0,0,1,1.00106700024912,9300
"Z4_ab[17]",0,0,0,0,0,0,0,1,1
"Z4_ab[18]",0,0,0,0,0,0,0,1,1
"Z4_ab[19]",0.165490196078431,0.371640595113647,0,0,0,0,1,1.00128283522716,4600
"Z4_ab[20]",0,0,0,0,0,0,0,1,1
"Z4_ab[21]",0.168529411764706,0.374354095005706,0,0,0,0,1,1.00189848638416,1900
"Z4_ab[22]",0,0,0,0,0,0,0,1,1
"Z4_ab[23]",1,0,1,1,1,1,1,1,1
"Z4_ab[24]",1,0,1,1,1,1,1,1,1
"Z4_ab[25]",0.0875490196078431,0.282651766887559,0,0,0,0,1,1.00109432853634,8200
"Z4_ab[26]",0.164019607843137,0.370311517866482,0,0,0,0,1,1.00103329247062,10000
"Z4_ab[27]",0.165098039215686,0.371287209286373,0,0,0,0,1,1.00123255039,5300
"Z4_ab[28]",0,0,0,0,0,0,0,1,1
"Z4_ab[29]",0.200882352941176,0.400679888267918,0,0,0,0,1,1.00106956101005,9200
"Z4_ab[30]",0.207647058823529,0.405642564008563,0,0,0,0,1,1.00093653726062,10000
"Z4_ab[31]",0.202745098039216,0.40206389022909,0,0,0,0,1,1.00098032142237,10000
"Z4_ab[32]",0.170392156862745,0.375995385336506,0,0,0,0,1,1.00088082141038,10000
"Z4_ab[33]",0.169313725490196,0.375047167812226,0,0,0,0,1,1.00104021763919,10000
"Z4_ab[34]",0,0,0,0,0,0,0,1,1
"Z4_ab[35]",0.164117647058824,0.370400453049837,0,0,0,0,1,1.00106462697938,9400
"Z4_ab[36]",0.163333333333333,0.36968764446849,0,0,0,0,1,1.00098068041264,10000
"Z4_ab[37]",0.170196078431373,0.375823390294607,0,0,0,0,1,1.00115962299762,6500
"Z4_ab[38]",0.166666666666667,0.372696266122577,0,0,0,0,1,1.00150991741461,3000
"Z4_ab[39]",1,0,1,1,1,1,1,1,1
"Z4_ab[40]",0,0,0,0,0,0,0,1,1
"Z4_ab[41]",0.161862745098039,0.368342908802196,0,0,0,0,1,1.00137147474258,3900
"Z4_ab[42]",1,0,1,1,1,1,1,1,1
"Z4_ab[43]",0.166960784313725,0.372959137070902,0,0,0,0,1,1.00160367404995,2700
"Z4_ab[44]",0,0,0,0,0,0,0,1,1
"Z4_ab[45]",1,0,1,1,1,1,1,1,1
"Z4_b[1]",0.269509803921569,0.44372691241706,0,0,0,1,1,1.00100795309115,10000
"Z4_b[2]",0.915294117647059,0.278457173819319,0,1,1,1,1,1.00086096414255,10000
"Z4_b[3]",0,0,0,0,0,0,0,1,1
"Z4_b[4]",0,0,0,0,0,0,0,1,1
"Z4_b[5]",0.833921568627451,0.372169269840696,0,1,1,1,1,1.00115153439077,6700
"Z4_b[6]",0,0,0,0,0,0,0,1,1
"Z4_b[7]",0,0,0,0,0,0,0,1,1
"Z4_b[8]",1,0,1,1,1,1,1,1,1
"Z4_b[9]",0.913529411764706,0.281071469235783,0,1,1,1,1,1.00101131856602,10000
"Z4_b[10]",0,0,0,0,0,0,0,1,1
"Z4_b[11]",0.0134313725490196,0.115118504258126,0,0,0,0,0,1.00968039201862,3800
"Z4_b[12]",1,0,1,1,1,1,1,1,1
"Z4_b[13]",0,0,0,0,0,0,0,1,1
"Z4_b[14]",0,0,0,0,0,0,0,1,1
"Z4_b[15]",0,0,0,0,0,0,0,1,1
"Z4_b[16]",0.915098039215686,0.278749413645104,0,1,1,1,1,1.00106700024912,9300
"Z4_b[17]",1,0,1,1,1,1,1,1,1
"Z4_b[18]",1,0,1,1,1,1,1,1,1
"Z4_b[19]",0,0,0,0,0,0,0,1,1
"Z4_b[20]",1,0,1,1,1,1,1,1,1
"Z4_b[21]",0,0,0,0,0,0,0,1,1
"Z4_b[22]",0,0,0,0,0,0,0,1,1
"Z4_b[23]",0,0,0,0,0,0,0,1,1
"Z4_b[24]",0,0,0,0,0,0,0,1,1
"Z4_b[25]",0.912450980392157,0.282651766887559,0,1,1,1,1,1.00109432853634,8200
"Z4_b[26]",0,0,0,0,0,0,0,1,1
"Z4_b[27]",0,0,0,0,0,0,0,1,1
"Z4_b[28]",1,0,1,1,1,1,1,1,1
"Z4_b[29]",0.0136274509803922,0.115944217222662,0,0,0,0,0,1.00691647957009,5200
"Z4_b[30]",0.0115686274509804,0.10693883989489,0,0,0,0,0,1.00208781580927,10000
"Z4_b[31]",0.0145098039215686,0.119585415240938,0,0,0,0,0,1.00170538813859,10000
"Z4_b[32]",0.829607843137255,0.375995385336506,0,1,1,1,1,1.00088082141038,10000
"Z4_b[33]",0.830686274509804,0.375047167812226,0,1,1,1,1,1.00104021763919,10000
"Z4_b[34]",1,0,1,1,1,1,1,1,1
"Z4_b[35]",0,0,0,0,0,0,0,1,1
"Z4_b[36]",0,0,0,0,0,0,0,1,1
"Z4_b[37]",0,0,0,0,0,0,0,1,1
"Z4_b[38]",0,0,0,0,0,0,0,1,1
"Z4_b[39]",0,0,0,0,0,0,0,1,1
"Z4_b[40]",0,0,0,0,0,0,0,1,1
"Z4_b[41]",0,0,0,0,0,0,0,1,1
"Z4_b[42]",0,0,0,0,0,0,0,1,1
"Z4_b[43]",0,0,0,0,0,0,0,1,1
"Z4_b[44]",1,0,1,1,1,1,1,1,1
"Z4_b[45]",0,0,0,0,0,0,0,1,1
"Z5_a[1]",0.53156862745098,0.499026889310197,0,0,1,1,1,1.00110405819019,7900
"Z5_a[2]",0,0,0,0,0,0,0,1,1
"Z5_a[3]",1,0,1,1,1,1,1,1,1
"Z5_a[4]",1,0,1,1,1,1,1,1,1
"Z5_a[5]",0.0969607843137255,0.295918866777113,0,0,0,0,1,1.0020405332422,2600
"Z5_a[6]",1,0,1,1,1,1,1,1,1
"Z5_a[7]",1,0,1,1,1,1,1,1,1
"Z5_a[8]",0,0,0,0,0,0,0,1,1
"Z5_a[9]",0,0,0,0,0,0,0,1,1
"Z5_a[10]",1,0,1,1,1,1,1,1,1
"Z5_a[11]",0.773823529411765,0.418375232671072,0,1,1,1,1,1.00122632199707,5300
"Z5_a[12]",0,0,0,0,0,0,0,1,1
"Z5_a[13]",1,0,1,1,1,1,1,1,1
"Z5_a[14]",0.60578431372549,0.488705528901445,0,0,1,1,1,1.00106456471323,9400
"Z5_a[15]",1,0,1,1,1,1,1,1,1
"Z5_a[16]",0,0,0,0,0,0,0,1,1
"Z5_a[17]",0,0,0,0,0,0,0,1,1
"Z5_a[18]",0,0,0,0,0,0,0,1,1
"Z5_a[19]",1,0,1,1,1,1,1,1,1
"Z5_a[20]",0,0,0,0,0,0,0,1,1
"Z5_a[21]",1,0,1,1,1,1,1,1,1
"Z5_a[22]",1,0,1,1,1,1,1,1,1
"Z5_a[23]",0.602254901960784,0.489456251392451,0,0,1,1,1,1.0011082569523,7800
"Z5_a[24]",0.606960784313725,0.488449363893256,0,0,1,1,1,1.00124654752404,5100
"Z5_a[25]",0,0,0,0,0,0,0,1,1
"Z5_a[26]",1,0,1,1,1,1,1,1,1
"Z5_a[27]",1,0,1,1,1,1,1,1,1
"Z5_a[28]",0,0,0,0,0,0,0,1,1
"Z5_a[29]",0.774901960784314,0.417667349103783,0,1,1,1,1,1.00101884774786,10000
"Z5_a[30]",0.772549019607843,0.419206704097033,0,1,1,1,1,1.00088424386669,10000
"Z5_a[31]",0.767941176470588,0.422167027360823,0,1,1,1,1,1.00085646822388,10000
"Z5_a[32]",0.0946078431372549,0.292686859531113,0,0,0,0,1,1.0009876355263,10000
"Z5_a[33]",0.0916666666666667,0.288568974104347,0,0,0,0,1,1.00104355424999,10000
"Z5_a[34]",0,0,0,0,0,0,0,1,1
"Z5_a[35]",1,0,1,1,1,1,1,1,1
"Z5_a[36]",1,0,1,1,1,1,1,1,1
"Z5_a[37]",1,0,1,1,1,1,1,1,1
"Z5_a[38]",1,0,1,1,1,1,1,1,1
"Z5_a[39]",1,0,1,1,1,1,1,1,1
"Z5_a[40]",1,0,1,1,1,1,1,1,1
"Z5_a[41]",1,0,1,1,1,1,1,1,1
"Z5_a[42]",1,0,1,1,1,1,1,1,1
"Z5_a[43]",1,0,1,1,1,1,1,1,1
"Z5_a[44]",0,0,0,0,0,0,0,1,1
"Z5_a[45]",1,0,1,1,1,1,1,1,1
"Z5_b[1]",0.46843137254902,0.499026889310197,0,0,0,1,1,1.00110405819019,7900
"Z5_b[2]",1,0,1,1,1,1,1,1,1
"Z5_b[3]",0,0,0,0,0,0,0,1,1
"Z5_b[4]",0,0,0,0,0,0,0,1,1
"Z5_b[5]",0.903039215686275,0.295918866777113,0,1,1,1,1,1.0020405332422,2600
"Z5_b[6]",0,0,0,0,0,0,0,1,1
"Z5_b[7]",0,0,0,0,0,0,0,1,1
"Z5_b[8]",1,0,1,1,1,1,1,1,1
"Z5_b[9]",1,0,1,1,1,1,1,1,1
"Z5_b[10]",0,0,0,0,0,0,0,1,1
"Z5_b[11]",0.226176470588235,0.418375232671072,0,0,0,0,1,1.00122632199707,5300
"Z5_b[12]",1,0,1,1,1,1,1,1,1
"Z5_b[13]",0,0,0,0,0,0,0,1,1
"Z5_b[14]",0.39421568627451,0.488705528901445,0,0,0,1,1,1.00106456471323,9400
"Z5_b[15]",0,0,0,0,0,0,0,1,1
"Z5_b[16]",1,0,1,1,1,1,1,1,1
"Z5_b[17]",1,0,1,1,1,1,1,1,1
"Z5_b[18]",1,0,1,1,1,1,1,1,1
"Z5_b[19]",0,0,0,0,0,0,0,1,1
"Z5_b[20]",1,0,1,1,1,1,1,1,1
"Z5_b[21]",0,0,0,0,0,0,0,1,1
"Z5_b[22]",0,0,0,0,0,0,0,1,1
"Z5_b[23]",0.397745098039216,0.489456251392451,0,0,0,1,1,1.0011082569523,7800
"Z5_b[24]",0.393039215686275,0.488449363893256,0,0,0,1,1,1.00124654752404,5100
"Z5_b[25]",1,0,1,1,1,1,1,1,1
"Z5_b[26]",0,0,0,0,0,0,0,1,1
"Z5_b[27]",0,0,0,0,0,0,0,1,1
"Z5_b[28]",1,0,1,1,1,1,1,1,1
"Z5_b[29]",0.225098039215686,0.417667349103783,0,0,0,0,1,1.00101884774786,10000
"Z5_b[30]",0.227450980392157,0.419206704097033,0,0,0,0,1,1.00088424386669,10000
"Z5_b[31]",0.232058823529412,0.422167027360823,0,0,0,0,1,1.00085646822388,10000
"Z5_b[32]",0.905392156862745,0.292686859531113,0,1,1,1,1,1.0009876355263,10000
"Z5_b[33]",0.908333333333333,0.288568974104347,0,1,1,1,1,1.00104355424999,10000
"Z5_b[34]",1,0,1,1,1,1,1,1,1
"Z5_b[35]",0,0,0,0,0,0,0,1,1
"Z5_b[36]",0,0,0,0,0,0,0,1,1
"Z5_b[37]",0,0,0,0,0,0,0,1,1
"Z5_b[38]",0,0,0,0,0,0,0,1,1
"Z5_b[39]",0,0,0,0,0,0,0,1,1
"Z5_b[40]",0,0,0,0,0,0,0,1,1
"Z5_b[41]",0,0,0,0,0,0,0,1,1
"Z5_b[42]",0,0,0,0,0,0,0,1,1
"Z5_b[43]",0,0,0,0,0,0,0,1,1
"Z5_b[44]",1,0,1,1,1,1,1,1,1
"Z5_b[45]",0,0,0,0,0,0,0,1,1
"deviance",303.838897336541,11.9512429818002,280.146844144618,295.938248220704,304.062391887809,311.923586584923,326.976095060003,1.00129182645314,4500
"p_MM",0.829809833780085,0.0541041985966988,0.713037291774397,0.796004390186702,0.834731536249513,0.86930348565034,0.920374646583189,1.00109424891154,8200
"p_R1a",0.0717466809478577,0.0484517267894066,0.0087198182145923,0.0354570851781517,0.0616548394040554,0.0966746092123728,0.192553719028708,1.00089087203388,10000
"p_R1b",0.809884990961864,0.0954147377560119,0.593022366426076,0.751737374290343,0.823750488709668,0.881422414444598,0.954937735138715,1.0009250467673,10000
"p_R2a",0.285027306612265,0.219978484359723,0.0422865914891785,0.125263288560217,0.210807350923784,0.3782617920332,0.872444346686736,1.00094086821663,10000
"p_R2b",0.552527809059848,0.132581955827287,0.308605547133484,0.46116318961404,0.549319055333651,0.64039188480698,0.819394729358847,1.00085187548647,10000
"p_R3a",0.779625400903759,0.0950728037998375,0.590555695167299,0.715464045677817,0.782723603902298,0.84571289058378,0.958386263173219,1.00089990200828,10000
"p_R3b",0.525766097549285,0.124370759374972,0.293437121575525,0.437278260994874,0.524436513266068,0.611420769963671,0.773446445163824,1.00086998957959,10000
"p_RP1",0.509652792541507,0.0718385772496239,0.368665528023407,0.460548556042203,0.509877554102595,0.558945101258245,0.651309785264011,1.00087379154783,10000
"p_Rest",0.957287368296253,0.028921151807152,0.886500316571109,0.942017382495543,0.963543244873084,0.979130271003551,0.994691162381196,1.00091064720611,10000
"p_Rx1",0.553398283277263,0.0706248590456511,0.412710225336265,0.506066830209764,0.553804508382519,0.601492307258164,0.689291803692935,1.00095224374863,10000
"p_Rx2a",0.684797839345184,0.209897979891786,0.256207145441359,0.527258760806507,0.712136134536152,0.862476196747429,0.986305769998217,1.00155360849885,2900
"p_Rx2b",0.920823929659561,0.0683047147886145,0.746400280283887,0.886316400118128,0.93928689438494,0.973453054149547,0.997481101352453,1.00099977614531,10000
"p_Z1a",0.573543506729302,0.077339881044957,0.415889179426087,0.522150876669174,0.57657338487913,0.626432760674892,0.717168408675592,1.00111195995387,7700
"p_Z2a",0.470963471861988,0.242887784042179,0.0666589634343997,0.254729362730244,0.485244863842404,0.6767145277365,0.877309326728249,1.00113323616978,7100
"p_Z2b",0.781102389649685,0.102039397068417,0.551007932444039,0.716651965436304,0.792842541160758,0.857116005672476,0.944353194662371,1.0012869892358,4600
"p_Z3b",0.887931601713001,0.107366808833205,0.599072964896975,0.840895372028413,0.92058369819828,0.968156051790695,0.99705310429605,1.00154865753281,6500
"p_Z5b_Z4a",0.0807109921574496,0.0798115189896891,0.00212496411005849,0.0234124951271297,0.0568232123009069,0.112985785150977,0.291529918767446,1.00097317446547,10000
"p_Z5b_Z4ab",0.245311798667316,0.189923988598303,0.00754404270199424,0.085545213849748,0.204050991350486,0.370512680797614,0.684823877807262,1.00097507047949,10000
"p_dodge",0.36177953481525,0.217024528259726,0.0180115580430663,0.176716931802983,0.353651361795325,0.537071551036673,0.764336630562076,1.00113979898183,6900
