"Z1_a","Z1_b","Z2_a","Z2_ab","Z2_b","Z3_a","Z3_ab_dodge","Z3_ab_no_dodge","Z3_b","Z4_a","Z4_ab","Z4_b","Z5_a","Z5_b"
0.165373005619597,0.165373005619597,0.499805296715902,0.499772186440381,0.0328233755610851,0.499805296715902,0.466385415913478,0.370666974969177,0.0328233755610851,0.371640595113647,0.371640595113647,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.175119660367607,0.175119660367607,0.499488865895878,0.499461267898181,0.0242476166913541,0.499488865895878,0.461827672582877,0.373832367190534,0.0242476166913541,0.374354095005706,0.374354095005706,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.274019342721852,0.274019342721852,0,0,0,0,0,0,0,0,0,0,0.489456251392451,0.489456251392451
0,0,0,0,0,0,0,0,0,0,0,0,0.488449363893256,0.488449363893256
0,0,0,0,0,0,0,0,0,0,0.282651766887559,0.282651766887559,0,0
0.162548324934387,0.162548324934387,0.49986945305164,0.499854453207123,0.0242476166913541,0.49986945305164,0.467845690662262,0.369776911670307,0.0242476166913541,0.370311517866482,0.370311517866482,0,0,0
0.180023241839381,0.180023241839381,0.49992252581075,0.499888375290357,0.0395767661605378,0.49992252581075,0.468324499499406,0.369866131338001,0.0395767661605378,0.371287209286373,0.371287209286373,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.211355169632723,0.211355169632723,0.499698976382892,0.500014043855532,0.120773322774458,0.499698976382892,0.459804344708627,0.399798841178772,0.120773322774458,0.410501971632953,0.400679888267918,0.115944217222662,0.417667349103783,0.417667349103783
0.200509397445457,0.200509397445457,0.499756366205249,0.500012054093004,0.112602993575368,0.499756366205249,0.457028598255573,0.404720865232032,0.112602993575368,0.413735363752903,0.405642564008563,0.10693883989489,0.419206704097033,0.419206704097033
0.221562482938513,0.221562482938513,0.49946591578491,0.499976054364711,0.12802537170515,0.49946591578491,0.461008943977735,0.400460132272592,0.12802537170515,0.412397724592217,0.40206389022909,0.119585415240938,0.422167027360823,0.422167027360823
0,0,0,0,0,0,0,0,0,0,0.375995385336506,0.375995385336506,0.292686859531113,0.292686859531113
0,0,0,0,0,0,0,0,0,0,0.375047167812226,0.375047167812226,0.288568974104347,0.288568974104347
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1777197931468,0.1777197931468,0.499830654453266,0.499790535362438,0.0370243098640138,0.499830654453266,0.467250941076452,0.369151041108614,0.0370243098640138,0.370400453049837,0.370400453049837,0,0,0
0.1777197931468,0.1777197931468,0.499914449884787,0.49989291344437,0.0312973963796081,0.499914449884787,0.468835717839297,0.368792350470614,0.0312973963796081,0.36968764446849,0.36968764446849,0,0,0
0.170325211609017,0.170325211609017,0.49998756110176,0.499964518522897,0.0407927938641728,0.49998756110176,0.467919611427394,0.374354095005706,0.0407927938641728,0.375823390294607,0.375823390294607,0,0,0
0.172474761899663,0.172474761899663,0.499981360762568,0.499966027810668,0.0328233755610851,0.499981360762568,0.469053411231506,0.371728824430478,0.0328233755610851,0.372696266122577,0.372696266122577,0,0,0
0.276546698541568,0.276546698541568,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154331349906939,0.154331349906939,0.499756366205249,0.499716433512019,0.0342812152795859,0.499756366205249,0.4671761737721,0.367259335029664,0.0342812152795859,0.368342908802196,0.368342908802196,0,0,0
0.285914658018926,0.285914658018926,0,0,0,0,0,0,0,0,0,0,0,0
0.166765243875138,0.166765243875138,0.49994314767265,0.499912382811338,0.0395767661605378,0.49994314767265,0.468030316645815,0.371552318974227,0.0395767661605378,0.372959137070902,0.372959137070902,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.271761316098244,0.271761316098244,0,0,0,0,0,0,0,0,0,0,0,0
