parameter,saved_rhat,saved_ess,constant,scientific_monitor,coda_rhat,coda_ess
Z1_a[31],1.0010359194234828,10000,FALSE,TRUE,1.00079111899867,10200
Z1_a[32],1,1,TRUE,TRUE,NA,NA
Z1_a[33],1,1,TRUE,TRUE,NA,NA
Z1_a[34],1,1,TRUE,TRUE,NA,NA
Z1_a[35],1.0021164721252238,7000,FALSE,TRUE,1.00211647212522,10200.0000000003
Z1_a[36],1.0008805287278226,10000,FALSE,TRUE,1.00008411905758,9941.08609371114
Z1_a[37],1.0009355235926085,10000,FALSE,TRUE,1.0005774455854901,10274.6718556619
Z1_a[38],1.002813157279453,5700,FALSE,TRUE,1.00281315727945,9377.5900266417
Z1_a[39],1.0009375873741235,10000,FALSE,TRUE,1.00013456529724,9999.11648664332
Z1_a[40],1,1,TRUE,TRUE,NA,NA
Z1_a[41],1.0030711205832363,6500,FALSE,TRUE,1.00307112058324,10199.9999999999
Z1_a[42],1.0012413861381564,5100,FALSE,TRUE,1.00104380036073,9619.00290957823
Z1_a[43],1.0040515472282325,4300,FALSE,TRUE,1.00405154722823,9232.99360820314
Z1_a[44],1,1,TRUE,TRUE,NA,NA
Z1_a[45],1.000959935108893,10000,FALSE,TRUE,1.00022000602435,9749.08263050687
Z1_b[1],1,1,TRUE,TRUE,NA,NA
Z1_b[2],1,1,TRUE,TRUE,NA,NA
Z1_b[3],1.0009503984948294,10000,FALSE,TRUE,1.00071367171039,10199.9999999997
Z1_b[4],1.008394742672141,2000,FALSE,TRUE,1.00839474267214,9953.74335730298
Z1_b[5],1,1,TRUE,TRUE,NA,NA
Z1_b[6],1,1,TRUE,TRUE,NA,NA
Z1_b[7],1.0008664726751961,10000,FALSE,TRUE,0.999995433535509,9620.33334159786
Z1_b[8],1,1,TRUE,TRUE,NA,NA
Z1_b[9],1,1,TRUE,TRUE,NA,NA
Z1_b[10],1,1,TRUE,TRUE,NA,NA
Z1_b[11],1.0008914255614563,10000,FALSE,TRUE,1.00007781407115,9906.74470571275
Z1_b[12],1,1,TRUE,TRUE,NA,NA
Z1_b[13],1.0013376445160798,10000,FALSE,TRUE,1.00133764451608,10014.1617275255
Z1_b[14],1.0009187161772253,10000,FALSE,TRUE,1.00007295550364,10048.8286480873
Z1_b[15],1.0009358504806407,10000,FALSE,TRUE,1.00061878802254,10059.9699820863
Z1_b[16],1,1,TRUE,TRUE,NA,NA
Z1_b[17],1,1,TRUE,TRUE,NA,NA
Z1_b[18],1,1,TRUE,TRUE,NA,NA
Z1_b[19],1.002182449750938,7800,FALSE,TRUE,1.00218244975094,10200.0000000001
Z1_b[20],1,1,TRUE,TRUE,NA,NA
Z1_b[21],1.0008895605592139,10000,FALSE,TRUE,1.00016451448772,9832.83959301073
Z1_b[22],1,1,TRUE,TRUE,NA,NA
Z1_b[23],1.0012111385145421,5600,FALSE,TRUE,1.00104708136572,10199.9999999999
Z1_b[24],1,1,TRUE,TRUE,NA,NA
Z1_b[25],1,1,TRUE,TRUE,NA,NA
Z1_b[26],1.0009088189203188,10000,FALSE,TRUE,1.00039660435536,10200.0000000006
Z1_b[27],1.0024976847038658,5800,FALSE,TRUE,1.00249768470387,10200.0000000001
Z1_b[28],1,1,TRUE,TRUE,NA,NA
Z1_b[29],1.0009576846466015,10000,FALSE,TRUE,1.00044695046174,9773.95410502651
Z1_b[30],1.002978631825958,4000,FALSE,TRUE,1.00297863182596,9894.42801175759
Z1_b[31],1.0010359194234828,10000,FALSE,TRUE,1.00079111899867,10200
Z1_b[32],1,1,TRUE,TRUE,NA,NA
Z1_b[33],1,1,TRUE,TRUE,NA,NA
Z1_b[34],1,1,TRUE,TRUE,NA,NA
Z1_b[35],1.0021164721252238,7000,FALSE,TRUE,1.00211647212522,10200.0000000003
Z1_b[36],1.0008805287278226,10000,FALSE,TRUE,1.00008411905758,9941.08609371114
Z1_b[37],1.0009355235926085,10000,FALSE,TRUE,1.0005774455854901,10274.6718556619
Z1_b[38],1.002813157279453,5700,FALSE,TRUE,1.00281315727945,9377.5900266417
Z1_b[39],1.0009375873741235,10000,FALSE,TRUE,1.00013456529724,9999.11648664332
Z1_b[40],1,1,TRUE,TRUE,NA,NA
Z1_b[41],1.0030711205832366,6500,FALSE,TRUE,1.00307112058324,10199.9999999999
Z1_b[42],1.0012413861381564,5100,FALSE,TRUE,1.00104380036073,9619.00290957823
Z1_b[43],1.0040515472282325,4300,FALSE,TRUE,1.00405154722823,9232.99360820314
Z1_b[44],1,1,TRUE,TRUE,NA,NA
Z1_b[45],1.000959935108893,10000,FALSE,TRUE,1.00022000602435,9749.08263050687
Z2_a[1],1,1,TRUE,TRUE,NA,NA
Z2_a[2],1,1,TRUE,TRUE,NA,NA
Z2_a[3],1.0010389097146435,10000,FALSE,TRUE,1.00004048724739,10202.3563580199
Z2_a[4],1.0014792861531987,3200,FALSE,TRUE,1.00048107967121,9448.0423488335
Z2_a[5],1,1,TRUE,TRUE,NA,NA
Z2_a[6],1,1,TRUE,TRUE,NA,NA
Z2_a[7],1.0018629420356158,2000,FALSE,TRUE,1.00086666718047,9210.77639734428
Z2_a[8],1,1,TRUE,TRUE,NA,NA
Z2_a[9],1,1,TRUE,TRUE,NA,NA
Z2_a[10],1.0009902352787734,10000,FALSE,TRUE,0.999992113190116,9421.28936752791
Z2_a[11],1.001119188549483,7500,FALSE,TRUE,1.00012099135613,9491.11884997229
Z2_a[12],1,1,TRUE,TRUE,NA,NA
Z2_a[13],1.0009844318500742,10000,FALSE,TRUE,0.999986057505929,9866.54404103859
Z2_a[14],1,1,TRUE,TRUE,NA,NA
Z2_a[15],1.0008541352049194,10000,FALSE,TRUE,0.999855778449056,9491.49894558653
Z2_a[16],1,1,TRUE,TRUE,NA,NA
Z2_a[17],1,1,TRUE,TRUE,NA,NA
Z2_a[18],1,1,TRUE,TRUE,NA,NA
Z2_a[19],1.000997415916051,10000,FALSE,TRUE,0.99999909045457,9186.93028416816
Z2_a[20],1,1,TRUE,TRUE,NA,NA
Z2_a[21],1.0011943157053014,5800,FALSE,TRUE,1.00019656473542,9397.74047550165
Z2_a[22],1,1,TRUE,TRUE,NA,NA
Z2_a[23],1,1,TRUE,TRUE,NA,NA
Z2_a[24],1,1,TRUE,TRUE,NA,NA
Z2_a[25],1,1,TRUE,TRUE,NA,NA
Z2_a[26],1.0012222190761855,5400,FALSE,TRUE,1.00022397631156,9690.38125901043
Z2_a[27],1.0008897049366372,10000,FALSE,TRUE,0.999891330035823,9759.20775648807
Z2_a[28],1,1,TRUE,TRUE,NA,NA
Z2_a[29],1.0009669586493226,10000,FALSE,TRUE,0.999968652149479,9373.41272377512
Z2_a[30],1.00085829681496,10000,FALSE,TRUE,0.999859941803737,9832.32720871753
Z2_a[31],1.0010068717248457,10000,FALSE,TRUE,1.00000873208881,9838.10285866869
Z2_a[32],1,1,TRUE,TRUE,NA,NA
Z2_a[33],1,1,TRUE,TRUE,NA,NA
Z2_a[34],1,1,TRUE,TRUE,NA,NA
Z2_a[35],1.0008850977744659,10000,FALSE,TRUE,0.999886735604883,9321.89627160747
Z2_a[36],1.0009506887150326,10000,FALSE,TRUE,0.999952293127852,9533.43715153391
Z2_a[37],1.0011231821676865,7400,FALSE,TRUE,1.00012473262664,9661.57894708041
Z2_a[38],1.0012084239732078,5600,FALSE,TRUE,1.00021001812995,9443.74588059587
Z2_a[39],1,1,TRUE,TRUE,NA,NA
Z2_a[40],1,1,TRUE,TRUE,NA,NA
Z2_a[41],1.0011611181098778,6500,FALSE,TRUE,1.00016298542503,9988.7586545448
Z2_a[42],1,1,TRUE,TRUE,NA,NA
Z2_a[43],1.0009661527459126,10000,FALSE,TRUE,0.99996773897769,9965.68039116977
Z2_a[44],1,1,TRUE,TRUE,NA,NA
Z2_a[45],1,1,TRUE,TRUE,NA,NA
Z2_ab[1],1.001072166883324,9100,FALSE,TRUE,1.00010868786565,9877.72278105012
Z2_ab[2],1,1,TRUE,TRUE,NA,NA
Z2_ab[3],1.0010524757979327,10000,FALSE,TRUE,1.00005406871065,10144.1971978212
Z2_ab[4],1.0014985759063841,3100,FALSE,TRUE,1.00050044484857,9442.18015341087
Z2_ab[5],1,1,TRUE,TRUE,NA,NA
Z2_ab[6],1,1,TRUE,TRUE,NA,NA
Z2_ab[7],1.001806285114174,2100,FALSE,TRUE,1.00080997924598,9220.74073120086
Z2_ab[8],1,1,TRUE,TRUE,NA,NA
Z2_ab[9],1,1,TRUE,TRUE,NA,NA
Z2_ab[10],1.0009902352787734,10000,FALSE,TRUE,0.999992113190116,9421.28936752791
Z2_ab[11],1.000958495784236,10000,FALSE,TRUE,0.999960054237875,9405.10399428299
Z2_ab[12],1,1,TRUE,TRUE,NA,NA
Z2_ab[13],1.0009844515992727,10000,FALSE,TRUE,0.999986097928998,9874.09051819126
Z2_ab[14],1,1,TRUE,TRUE,NA,NA
Z2_ab[15],1.0008587563670337,10000,FALSE,TRUE,0.999860398769028,9725.34839965865
Z2_ab[16],1,1,TRUE,TRUE,NA,NA
Z2_ab[17],1,1,TRUE,TRUE,NA,NA
Z2_ab[18],1,1,TRUE,TRUE,NA,NA
Z2_ab[19],1.0009908862269337,10000,FALSE,TRUE,0.99999257788002,9178.9515932298309
Z2_ab[20],1,1,TRUE,TRUE,NA,NA
Z2_ab[21],1.0012036127539425,5700,FALSE,TRUE,1.00020592792669,9392.81194045152
Z2_ab[22],1,1,TRUE,TRUE,NA,NA
Z2_ab[23],1,1,TRUE,TRUE,NA,NA
Z2_ab[24],1,1,TRUE,TRUE,NA,NA
Z2_ab[25],1,1,TRUE,TRUE,NA,NA
Z2_ab[26],1.001212303246542,5500,FALSE,TRUE,1.00021407031233,9698.76943546944
Z2_ab[27],1.000899643730834,10000,FALSE,TRUE,0.999901272151096,9767.45374962807
Z2_ab[28],1,1,TRUE,TRUE,NA,NA
Z2_ab[29],1.0010801207386277,8700,FALSE,TRUE,1.00008163640769,9543.105454722
Z2_ab[30],1.0008722970714818,10000,FALSE,TRUE,0.999873922144149,9588.16705788114
Z2_ab[31],1.0011188059908813,7500,FALSE,TRUE,1.00012035193221,9295.14420633859
Z2_ab[32],1,1,TRUE,TRUE,NA,NA
Z2_ab[33],1,1,TRUE,TRUE,NA,NA
Z2_ab[34],1,1,TRUE,TRUE,NA,NA
Z2_ab[35],1.0009014344673366,10000,FALSE,TRUE,0.99990307766499,9451.06603335097
Z2_ab[36],1.000946461897171,10000,FALSE,TRUE,0.999948075101874,9519.97222443889
Z2_ab[37],1.0011354500469083,7000,FALSE,TRUE,1.00013702680357,9648.44477563638
Z2_ab[38],1.0012053657097586,5700,FALSE,TRUE,1.00020698203383,9459.66620941194
Z2_ab[39],1,1,TRUE,TRUE,NA,NA
Z2_ab[40],1,1,TRUE,TRUE,NA,NA
Z2_ab[41],1.0011817476071823,6100,FALSE,TRUE,1.00018370428875,9986.75057099274
Z2_ab[42],1,1,TRUE,TRUE,NA,NA
Z2_ab[43],1.0009790263562408,10000,FALSE,TRUE,0.999980622872736,9466.20785809668
Z2_ab[44],1,1,TRUE,TRUE,NA,NA
Z2_ab[45],1,1,TRUE,TRUE,NA,NA
Z2_b[1],1.001072166883324,9100,FALSE,TRUE,1.00010868786565,9877.72278105012
Z2_b[2],1,1,TRUE,TRUE,NA,NA
Z2_b[3],1.0193069856484065,10000,FALSE,TRUE,1.01930698564841,10199.9999999997
Z2_b[4],1.0583046071804996,5700,FALSE,TRUE,1.0583046071805,9170.3434828234
Z2_b[5],1,1,TRUE,TRUE,NA,NA
Z2_b[6],1,1,TRUE,TRUE,NA,NA
Z2_b[7],1.0315475156081502,10000,FALSE,TRUE,1.03154751560815,10199.9999999996
Z2_b[8],1,1,TRUE,TRUE,NA,NA
Z2_b[9],1,1,TRUE,TRUE,NA,NA
Z2_b[10],1,1,TRUE,TRUE,NA,NA
Z2_b[11],1.0102021787155073,3100,FALSE,TRUE,1.01020217871551,8402.13096728317
Z2_b[12],1,1,TRUE,TRUE,NA,NA
Z2_b[13],1.0008512860077148,10000,FALSE,TRUE,NA,10199.9999999997
Z2_b[14],1,1,TRUE,TRUE,NA,NA
Z2_b[15],1.0601861298475437,7000,FALSE,TRUE,1.06018612984754,9211.20569546494
Z2_b[16],1,1,TRUE,TRUE,NA,NA
Z2_b[17],1,1,TRUE,TRUE,NA,NA
Z2_b[18],1,1,TRUE,TRUE,NA,NA
Z2_b[19],1.0276387866532322,10000,FALSE,TRUE,1.02763878665323,10200
Z2_b[20],1,1,TRUE,TRUE,NA,NA
Z2_b[21],1.0391288706436113,10000,FALSE,TRUE,1.03912887064361,10199.9999999996
Z2_b[22],1,1,TRUE,TRUE,NA,NA
Z2_b[23],1,1,TRUE,TRUE,NA,NA
Z2_b[24],1,1,TRUE,TRUE,NA,NA
Z2_b[25],1,1,TRUE,TRUE,NA,NA
Z2_b[26],1.0391288706436113,10000,FALSE,TRUE,1.03912887064361,10199.9999999997
Z2_b[27],1.0556117749590883,5300,FALSE,TRUE,1.05561177495909,9258.08848882389
Z2_b[28],1,1,TRUE,TRUE,NA,NA
Z2_b[29],1.0066584407396189,5000,FALSE,TRUE,1.00665844073962,9777.05344960199
Z2_b[30],1.0025628015052728,10000,FALSE,TRUE,1.00256280150527,8891.68988577371
Z2_b[31],1.0037142805970751,7900,FALSE,TRUE,1.00371428059708,9479.69867493589
Z2_b[32],1,1,TRUE,TRUE,NA,NA
Z2_b[33],1,1,TRUE,TRUE,NA,NA
Z2_b[34],1,1,TRUE,TRUE,NA,NA
Z2_b[35],1.0829382845272115,3900,FALSE,TRUE,1.08293828452721,9089.78080888585
Z2_b[36],1.0048251992146073,10000,FALSE,TRUE,1.00482519921461,10199.9999999997
Z2_b[37],1.0312939954634002,9100,FALSE,TRUE,1.0312939954634,9628.13030133606
Z2_b[38],1.0039678166798893,10000,FALSE,TRUE,1.00396781667989,10199.9999999996
Z2_b[39],1,1,TRUE,TRUE,NA,NA
Z2_b[40],1,1,TRUE,TRUE,NA,NA
Z2_b[41],1.0658404068666711,5800,FALSE,TRUE,1.06584040686667,10199.9999999999
Z2_b[42],1,1,TRUE,TRUE,NA,NA
Z2_b[43],1.0243898586597022,10000,FALSE,TRUE,1.0243898586597,10199.9999999998
Z2_b[44],1,1,TRUE,TRUE,NA,NA
Z2_b[45],1,1,TRUE,TRUE,NA,NA
Z3_a[1],1,1,TRUE,TRUE,NA,NA
Z3_a[2],1,1,TRUE,TRUE,NA,NA
Z3_a[3],1.0010389097146435,10000,FALSE,TRUE,1.00004048724739,10202.3563580199
Z3_a[4],1.0014792861531987,3200,FALSE,TRUE,1.00048107967121,9448.0423488335
Z3_a[5],1,1,TRUE,TRUE,NA,NA
Z3_a[6],1,1,TRUE,TRUE,NA,NA
Z3_a[7],1.0018629420356158,2000,FALSE,TRUE,1.00086666718047,9210.77639734428
Z3_a[8],1,1,TRUE,TRUE,NA,NA
Z3_a[9],1,1,TRUE,TRUE,NA,NA
Z3_a[10],1.0009902352787734,10000,FALSE,TRUE,0.999992113190116,9421.28936752791
Z3_a[11],1.001119188549483,7500,FALSE,TRUE,1.00012099135613,9491.11884997229
Z3_a[12],1,1,TRUE,TRUE,NA,NA
Z3_a[13],1.0009844318500742,10000,FALSE,TRUE,0.999986057505929,9866.54404103859
Z3_a[14],1,1,TRUE,TRUE,NA,NA
Z3_a[15],1.0008541352049194,10000,FALSE,TRUE,0.999855778449056,9491.49894558653
Z3_a[16],1,1,TRUE,TRUE,NA,NA
Z3_a[17],1,1,TRUE,TRUE,NA,NA
Z3_a[18],1,1,TRUE,TRUE,NA,NA
Z3_a[19],1.000997415916051,10000,FALSE,TRUE,0.99999909045457,9186.93028416816
Z3_a[20],1,1,TRUE,TRUE,NA,NA
Z3_a[21],1.0011943157053014,5800,FALSE,TRUE,1.00019656473542,9397.74047550165
Z3_a[22],1,1,TRUE,TRUE,NA,NA
Z3_a[23],1,1,TRUE,TRUE,NA,NA
Z3_a[24],1,1,TRUE,TRUE,NA,NA
Z3_a[25],1,1,TRUE,TRUE,NA,NA
Z3_a[26],1.0012222190761855,5400,FALSE,TRUE,1.00022397631156,9690.38125901043
Z3_a[27],1.0008897049366372,10000,FALSE,TRUE,0.999891330035823,9759.20775648807
Z3_a[28],1,1,TRUE,TRUE,NA,NA
Z3_a[29],1.0009669586493226,10000,FALSE,TRUE,0.999968652149479,9373.41272377512
Z3_a[30],1.00085829681496,10000,FALSE,TRUE,0.999859941803737,9832.32720871753
Z3_a[31],1.0010068717248457,10000,FALSE,TRUE,1.00000873208881,9838.10285866869
Z3_a[32],1,1,TRUE,TRUE,NA,NA
Z3_a[33],1,1,TRUE,TRUE,NA,NA
Z3_a[34],1,1,TRUE,TRUE,NA,NA
Z3_a[35],1.0008850977744659,10000,FALSE,TRUE,0.999886735604883,9321.89627160747
Z3_a[36],1.0009506887150326,10000,FALSE,TRUE,0.999952293127852,9533.43715153391
Z3_a[37],1.0011231821676865,7400,FALSE,TRUE,1.00012473262664,9661.57894708041
Z3_a[38],1.0012084239732078,5600,FALSE,TRUE,1.00021001812995,9443.74588059587
Z3_a[39],1,1,TRUE,TRUE,NA,NA
Z3_a[40],1,1,TRUE,TRUE,NA,NA
Z3_a[41],1.0011611181098778,6500,FALSE,TRUE,1.00016298542503,9988.7586545448
Z3_a[42],1,1,TRUE,TRUE,NA,NA
Z3_a[43],1.0009661527459126,10000,FALSE,TRUE,0.99996773897769,9965.68039116977
Z3_a[44],1,1,TRUE,TRUE,NA,NA
Z3_a[45],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[1],1.001176280100795,6200,FALSE,TRUE,1.00019116906801,10455.0861636823
Z3_ab_dodge[2],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[3],1.0009502332825488,10000,FALSE,TRUE,0.999966022999446,10030.5573204597
Z3_ab_dodge[4],1.001233488855394,5200,FALSE,TRUE,1.00028487851852,9910.09847011574
Z3_ab_dodge[5],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[6],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[7],1.0011327861197903,7100,FALSE,TRUE,1.00017704508107,9762.34018495712
Z3_ab_dodge[8],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[9],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[10],1.0009868479876816,10000,FALSE,TRUE,1.00000980352698,9568.82655294769
Z3_ab_dodge[11],1.0009788779499682,10000,FALSE,TRUE,1.00000611398768,9752.60736584499
Z3_ab_dodge[12],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[13],1.0013300976435584,4200,FALSE,TRUE,1.00040675871181,10560.4290718083
Z3_ab_dodge[14],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[15],1.0012123061344742,5500,FALSE,TRUE,1.00026729056908,9326.8378291255
Z3_ab_dodge[16],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[17],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[18],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[19],1.000896932926373,10000,FALSE,TRUE,0.999905361234536,9105.83546004162
Z3_ab_dodge[20],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[21],1.0009071310526605,10000,FALSE,TRUE,0.99991829913974,9911.26661888587
Z3_ab_dodge[22],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[23],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[24],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[25],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[26],1.0012899633538979,4600,FALSE,TRUE,1.00035302413628,9796.48570725743
Z3_ab_dodge[27],1.0012046370108993,5700,FALSE,TRUE,1.00025537670829,9744.17235684955
Z3_ab_dodge[28],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[29],1.0009651477058357,10000,FALSE,TRUE,0.999987371419893,9911.99551716472
Z3_ab_dodge[30],1.0009055462961258,10000,FALSE,TRUE,0.99991781446712,9709.95292912323
Z3_ab_dodge[31],1.0009016254958054,10000,FALSE,TRUE,0.99991212336402,9362.82560787434
Z3_ab_dodge[32],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[33],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[34],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[35],1.0008854824211568,10000,FALSE,TRUE,0.999892042426122,9850.28190599841
Z3_ab_dodge[36],1.0009277102651482,10000,FALSE,TRUE,0.999939823853819,9627.62128056681
Z3_ab_dodge[37],1.0011704359617832,6300,FALSE,TRUE,1.00021672256734,9704.39037485239
Z3_ab_dodge[38],1.000852335498573,10000,FALSE,TRUE,0.999854121833751,9517.07576321955
Z3_ab_dodge[39],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[40],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[41],1.0008547243235375,10000,FALSE,TRUE,0.999856864897802,10100.9121983697
Z3_ab_dodge[42],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[43],1.0009599503583946,10000,FALSE,TRUE,0.999976949332307,9164.12137798834
Z3_ab_dodge[44],1,1,TRUE,TRUE,NA,NA
Z3_ab_dodge[45],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[1],1.0012180580706935,5500,FALSE,TRUE,1.00030490378445,10200.0000000001
Z3_ab_no_dodge[2],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[3],1.0013636804766721,3900,FALSE,TRUE,1.00076538376216,10200.0000000001
Z3_ab_no_dodge[4],1.0009437000728523,10000,FALSE,TRUE,1.00002183994642,10944.2937409086
Z3_ab_no_dodge[5],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[6],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[7],1.0013415300295845,4100,FALSE,TRUE,1.00074804734848,9945.67403594095
Z3_ab_no_dodge[8],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[9],1,1,TRUE,TRUE,NA,NA
Z3_ab_no_dodge[10],1.0018000823402127,2100,FALSE,TRUE,1.00161439290583,10314.828957966
