datetime,tide_height_m,daylight_state
2022-05-30T21:15:00-0400,1.53,nautical_twilight
2022-05-30T21:30:00-0400,1.47,nautical_twilight
2022-05-30T21:45:00-0400,1.41,nautical_twilight
2022-05-30T22:00:00-0400,1.36,night
2022-05-30T22:15:00-0400,1.31,night
2022-05-30T22:30:00-0400,1.27,night
2022-05-30T22:45:00-0400,1.23,night
2022-05-30T23:00:00-0400,1.2,night
2022-05-30T23:15:00-0400,1.18,night
2022-05-30T23:30:00-0400,1.17,night
2022-05-30T23:45:00-0400,1.17,night
2022-05-31T00:00:00-0400,1.19,night
2022-05-31T00:15:00-0400,1.22,night
2022-05-31T00:30:00-0400,1.26,night
2022-05-31T00:45:00-0400,1.32,night
2022-05-31T01:00:00-0400,1.39,night
2022-05-31T01:15:00-0400,1.48,night
2022-05-31T01:30:00-0400,1.58,night
2022-05-31T01:45:00-0400,1.7,night
2022-05-31T02:00:00-0400,1.82,night
2022-05-31T02:15:00-0400,1.96,night
2022-05-31T02:30:00-0400,2.1,night
2022-05-31T02:45:00-0400,2.24,night
2022-05-31T03:00:00-0400,2.38,nautical_twilight
2022-05-31T03:15:00-0400,2.52,nautical_twilight
2022-05-31T03:30:00-0400,2.65,nautical_twilight
2022-05-31T03:45:00-0400,2.77,nautical_twilight
2022-05-31T04:00:00-0400,2.88,nautical_twilight
2022-05-31T04:15:00-0400,2.97,nautical_twilight
2022-05-31T04:30:00-0400,3.05,nautical_twilight
2022-05-31T04:45:00-0400,3.11,day
2022-05-31T05:00:00-0400,3.15,day
2022-05-31T05:15:00-0400,3.17,day
2022-05-31T05:30:00-0400,3.17,day
2022-05-31T05:45:00-0400,3.15,day
2022-05-31T06:00:00-0400,3.12,day
2022-05-31T06:15:00-0400,3.07,day
2022-05-31T06:30:00-0400,3,day
2022-05-31T06:45:00-0400,2.92,day
2022-05-31T07:00:00-0400,2.84,day
2022-05-31T07:15:00-0400,2.74,day
2022-05-31T07:30:00-0400,2.64,day
2022-05-31T07:45:00-0400,2.53,day
2022-05-31T08:00:00-0400,2.42,day
2022-05-31T08:15:00-0400,2.31,day
2022-05-31T08:30:00-0400,2.19,day
2022-05-31T08:45:00-0400,2.08,day
2022-05-31T09:00:00-0400,1.96,day
2022-05-31T09:15:00-0400,1.85,day
2022-05-31T09:30:00-0400,1.74,day
2022-05-31T09:45:00-0400,1.62,day
2022-05-31T10:00:00-0400,1.51,day
2022-05-31T10:15:00-0400,1.41,day
2022-05-31T10:30:00-0400,1.3,day
2022-05-31T10:45:00-0400,1.2,day
2022-05-31T11:00:00-0400,1.11,day
2022-05-31T11:15:00-0400,1.02,day
2022-05-31T11:30:00-0400,0.95,day
2022-05-31T11:45:00-0400,0.88,day
2022-05-31T12:00:00-0400,0.83,day
2022-05-31T12:15:00-0400,0.79,day
2022-05-31T12:30:00-0400,0.76,day
2022-05-31T12:45:00-0400,0.75,day
2022-05-31T13:00:00-0400,0.76,day
2022-05-31T13:15:00-0400,0.78,day
2022-05-31T13:30:00-0400,0.83,day
2022-05-31T13:45:00-0400,0.89,day
2022-05-31T14:00:00-0400,0.96,day
2022-05-31T14:15:00-0400,1.05,day
2022-05-31T14:30:00-0400,1.15,day
2022-05-31T14:45:00-0400,1.26,day
2022-05-31T15:00:00-0400,1.38,day
2022-05-31T15:15:00-0400,1.5,day
2022-05-31T15:30:00-0400,1.62,day
2022-05-31T15:45:00-0400,1.73,day
2022-05-31T16:00:00-0400,1.84,day
2022-05-31T16:15:00-0400,1.95,day
2022-05-31T16:30:00-0400,2.04,day
2022-05-31T16:45:00-0400,2.12,day
2022-05-31T17:00:00-0400,2.19,day
2022-05-31T17:15:00-0400,2.24,day
2022-05-31T17:30:00-0400,2.27,day
2022-05-31T17:45:00-0400,2.29,day
2022-05-31T18:00:00-0400,2.29,day
2022-05-31T18:15:00-0400,2.28,day
2022-05-31T18:30:00-0400,2.26,day
2022-05-31T18:45:00-0400,2.23,day
2022-05-31T19:00:00-0400,2.18,day
2022-05-31T19:15:00-0400,2.13,day
2022-05-31T19:30:00-0400,2.08,day
2022-05-31T19:45:00-0400,2.02,day
2022-05-31T20:00:00-0400,1.96,day
2022-05-31T20:15:00-0400,1.89,day
2022-05-31T20:30:00-0400,1.83,nautical_twilight
2022-05-31T20:45:00-0400,1.77,nautical_twilight
2022-05-31T21:00:00-0400,1.71,nautical_twilight
2022-05-31T21:15:00-0400,1.65,nautical_twilight
2022-05-31T21:30:00-0400,1.59,nautical_twilight
2022-05-31T21:45:00-0400,1.53,nautical_twilight
2022-05-31T22:00:00-0400,1.48,night
2022-05-31T22:15:00-0400,1.43,night
2022-05-31T22:30:00-0400,1.38,night
2022-05-31T22:45:00-0400,1.34,night
2022-05-31T23:00:00-0400,1.3,night
2022-05-31T23:15:00-0400,1.27,night
2022-05-31T23:30:00-0400,1.24,night
2022-05-31T23:45:00-0400,1.22,night
2022-06-01T00:00:00-0400,1.21,night
2022-06-01T00:15:00-0400,1.21,night
2022-06-01T00:30:00-0400,1.22,night
2022-06-01T00:45:00-0400,1.25,night
2022-06-01T01:00:00-0400,1.28,night
2022-06-01T01:15:00-0400,1.34,night
2022-06-01T01:30:00-0400,1.4,night
2022-06-01T01:45:00-0400,1.49,night
2022-06-01T02:00:00-0400,1.58,night
2022-06-01T02:15:00-0400,1.69,night
2022-06-01T02:30:00-0400,1.81,night
2022-06-01T02:45:00-0400,1.94,night
2022-06-01T03:00:00-0400,2.08,nautical_twilight
2022-06-01T03:15:00-0400,2.22,nautical_twilight
2022-06-01T03:30:00-0400,2.36,nautical_twilight
2022-06-01T03:45:00-0400,2.49,nautical_twilight
2022-06-01T04:00:00-0400,2.62,nautical_twilight
2022-06-01T04:15:00-0400,2.75,nautical_twilight
2022-06-01T04:30:00-0400,2.86,nautical_twilight
2022-06-01T04:45:00-0400,2.96,day
2022-06-01T05:00:00-0400,3.04,day
2022-06-01T05:15:00-0400,3.1,day
2022-06-01T05:30:00-0400,3.14,day
2022-06-01T05:45:00-0400,3.17,day
2022-06-01T06:00:00-0400,3.17,day
2022-06-01T06:15:00-0400,3.16,day
2022-06-01T06:30:00-0400,3.13,day
2022-06-01T06:45:00-0400,3.08,day
2022-06-01T07:00:00-0400,3.02,day
2022-06-01T07:15:00-0400,2.95,day
2022-06-01T07:30:00-0400,2.86,day
2022-06-01T07:45:00-0400,2.77,day
2022-06-01T08:00:00-0400,2.67,day
2022-06-01T08:15:00-0400,2.56,day
2022-06-01T08:30:00-0400,2.45,day
2022-06-01T08:45:00-0400,2.34,day
2022-06-01T09:00:00-0400,2.23,day
2022-06-01T09:15:00-0400,2.12,day
2022-06-01T09:30:00-0400,2.01,day
2022-06-01T09:45:00-0400,1.89,day
2022-06-01T10:00:00-0400,1.78,day
2022-06-01T10:15:00-0400,1.67,day
2022-06-01T10:30:00-0400,1.57,day
2022-06-01T10:45:00-0400,1.46,day
2022-06-01T11:00:00-0400,1.36,day
2022-06-01T11:15:00-0400,1.26,day
2022-06-01T11:30:00-0400,1.17,day
2022-06-01T11:45:00-0400,1.09,day
2022-06-01T12:00:00-0400,1.01,day
2022-06-01T12:15:00-0400,0.94,day
2022-06-01T12:30:00-0400,0.88,day
2022-06-01T12:45:00-0400,0.84,day
2022-06-01T13:00:00-0400,0.8,day
2022-06-01T13:15:00-0400,0.79,day
2022-06-01T13:30:00-0400,0.79,day
2022-06-01T13:45:00-0400,0.81,day
2022-06-01T14:00:00-0400,0.84,day
2022-06-01T14:15:00-0400,0.89,day
2022-06-01T14:30:00-0400,0.95,day
2022-06-01T14:45:00-0400,1.03,day
2022-06-01T15:00:00-0400,1.12,day
2022-06-01T15:15:00-0400,1.23,day
2022-06-01T15:30:00-0400,1.34,day
2022-06-01T15:45:00-0400,1.45,day
2022-06-01T16:00:00-0400,1.56,day
2022-06-01T16:15:00-0400,1.68,day
2022-06-01T16:30:00-0400,1.79,day
2022-06-01T16:45:00-0400,1.89,day
2022-06-01T17:00:00-0400,1.98,day
2022-06-01T17:15:00-0400,2.06,day
2022-06-01T17:30:00-0400,2.13,day
2022-06-01T17:45:00-0400,2.18,day
2022-06-01T18:00:00-0400,2.22,day
2022-06-01T18:15:00-0400,2.24,day
2022-06-01T18:30:00-0400,2.25,day
2022-06-01T18:45:00-0400,2.24,day
2022-06-01T19:00:00-0400,2.22,day
2022-06-01T19:15:00-0400,2.19,day
2022-06-01T19:30:00-0400,2.15,day
2022-06-01T19:45:00-0400,2.1,day
2022-06-01T20:00:00-0400,2.05,day
2022-06-01T20:15:00-0400,1.99,day
2022-06-01T20:30:00-0400,1.93,nautical_twilight
2022-06-01T20:45:00-0400,1.87,nautical_twilight
2022-06-01T21:00:00-0400,1.81,nautical_twilight
2022-06-01T21:15:00-0400,1.75,nautical_twilight
2022-06-01T21:30:00-0400,1.69,nautical_twilight
2022-06-01T21:45:00-0400,1.63,nautical_twilight
2022-06-01T22:00:00-0400,1.58,night
2022-06-01T22:15:00-0400,1.53,night
2022-06-01T22:30:00-0400,1.48,night
2022-06-01T22:45:00-0400,1.44,night
2022-06-01T23:00:00-0400,1.39,night
2022-06-01T23:15:00-0400,1.36,night
2022-06-01T23:30:00-0400,1.32,night
2022-06-01T23:45:00-0400,1.29,night
2022-06-02T00:00:00-0400,1.27,night
2022-06-02T00:15:00-0400,1.25,night
2022-06-02T00:30:00-0400,1.24,night
2022-06-02T00:45:00-0400,1.24,night
2022-06-02T01:00:00-0400,1.25,night
2022-06-02T01:15:00-0400,1.28,night
2022-06-02T01:30:00-0400,1.31,night
2022-06-02T01:45:00-0400,1.36,night
2022-06-02T02:00:00-0400,1.42,night
2022-06-02T02:15:00-0400,1.5,night
2022-06-02T02:30:00-0400,1.59,night
2022-06-02T02:45:00-0400,1.69,night
2022-06-02T03:00:00-0400,1.8,nautical_twilight
2022-06-02T03:15:00-0400,1.92,nautical_twilight
2022-06-02T03:30:00-0400,2.05,nautical_twilight
2022-06-02T03:45:00-0400,2.19,nautical_twilight
2022-06-02T04:00:00-0400,2.32,nautical_twilight
2022-06-02T04:15:00-0400,2.45,nautical_twilight
2022-06-02T04:30:00-0400,2.58,nautical_twilight
2022-06-02T04:45:00-0400,2.7,day
2022-06-02T05:00:00-0400,2.82,day
2022-06-02T05:15:00-0400,2.91,day
2022-06-02T05:30:00-0400,3,day
2022-06-02T05:45:00-0400,3.06,day
2022-06-02T06:00:00-0400,3.11,day
2022-06-02T06:15:00-0400,3.14,day
2022-06-02T06:30:00-0400,3.15,day
2022-06-02T06:45:00-0400,3.14,day
2022-06-02T07:00:00-0400,3.11,day
2022-06-02T07:15:00-0400,3.07,day
2022-06-02T07:30:00-0400,3.01,day
2022-06-02T07:45:00-0400,2.94,day
2022-06-02T08:00:00-0400,2.86,day
2022-06-02T08:15:00-0400,2.77,day
2022-06-02T08:30:00-0400,2.67,day
2022-06-02T08:45:00-0400,2.57,day
2022-06-02T09:00:00-0400,2.46,day
2022-06-02T09:15:00-0400,2.35,day
2022-06-02T09:30:00-0400,2.25,day
2022-06-02T09:45:00-0400,2.14,day
2022-06-02T10:00:00-0400,2.03,day
2022-06-02T10:15:00-0400,1.92,day
2022-06-02T10:30:00-0400,1.81,day
2022-06-02T10:45:00-0400,1.71,day
2022-06-02T11:00:00-0400,1.61,day
2022-06-02T11:15:00-0400,1.51,day
2022-06-02T11:30:00-0400,1.41,day
2022-06-02T11:45:00-0400,1.32,day
2022-06-02T12:00:00-0400,1.23,day
2022-06-02T12:15:00-0400,1.15,day
2022-06-02T12:30:00-0400,1.08,day
2022-06-02T12:45:00-0400,1.01,day
2022-06-02T13:00:00-0400,0.95,day
2022-06-02T13:15:00-0400,0.91,day
2022-06-02T13:30:00-0400,0.87,day
2022-06-02T13:45:00-0400,0.85,day
2022-06-02T14:00:00-0400,0.85,day
2022-06-02T14:15:00-0400,0.86,day
2022-06-02T14:30:00-0400,0.89,day
2022-06-02T14:45:00-0400,0.93,day
2022-06-02T15:00:00-0400,0.98,day
2022-06-02T15:15:00-0400,1.05,day
2022-06-02T15:30:00-0400,1.14,day
2022-06-02T15:45:00-0400,1.23,day
2022-06-02T16:00:00-0400,1.33,day
2022-06-02T16:15:00-0400,1.44,day
2022-06-02T16:30:00-0400,1.55,day
2022-06-02T16:45:00-0400,1.65,day
2022-06-02T17:00:00-0400,1.76,day
2022-06-02T17:15:00-0400,1.86,day
2022-06-02T17:30:00-0400,1.95,day
2022-06-02T17:45:00-0400,2.03,day
2022-06-02T18:00:00-0400,2.09,day
2022-06-02T18:15:00-0400,2.15,day
2022-06-02T18:30:00-0400,2.18,day
2022-06-02T18:45:00-0400,2.21,day
2022-06-02T19:00:00-0400,2.22,day
2022-06-02T19:15:00-0400,2.21,day
2022-06-02T19:30:00-0400,2.19,day
2022-06-02T19:45:00-0400,2.17,day
2022-06-02T20:00:00-0400,2.13,day
2022-06-02T20:15:00-0400,2.08,day
2022-06-02T20:30:00-0400,2.03,nautical_twilight
2022-06-02T20:45:00-0400,1.97,nautical_twilight
2022-06-02T21:00:00-0400,1.91,nautical_twilight
2022-06-02T21:15:00-0400,1.85,nautical_twilight
2022-06-02T21:30:00-0400,1.79,nautical_twilight
2022-06-02T21:45:00-0400,1.74,nautical_twilight
2022-06-02T22:00:00-0400,1.68,night
2022-06-02T22:15:00-0400,1.62,night
2022-06-02T22:30:00-0400,1.57,night
2022-06-02T22:45:00-0400,1.53,night
2022-06-02T23:00:00-0400,1.48,night
2022-06-02T23:15:00-0400,1.44,night
2022-06-02T23:30:00-0400,1.4,night
2022-06-02T23:45:00-0400,1.37,night
2022-06-03T00:00:00-0400,1.34,night
2022-06-03T00:15:00-0400,1.31,night
2022-06-03T00:30:00-0400,1.29,night
2022-06-03T00:45:00-0400,1.28,night
2022-06-03T01:00:00-0400,1.27,night
2022-06-03T01:15:00-0400,1.27,night
2022-06-03T01:30:00-0400,1.28,night
2022-06-03T01:45:00-0400,1.3,night
2022-06-03T02:00:00-0400,1.33,night
2022-06-03T02:15:00-0400,1.38,night
2022-06-03T02:30:00-0400,1.43,night
2022-06-03T02:45:00-0400,1.5,night
2022-06-03T03:00:00-0400,1.59,nautical_twilight
2022-06-03T03:15:00-0400,1.68,nautical_twilight
2022-06-03T03:30:00-0400,1.78,nautical_twilight
2022-06-03T03:45:00-0400,1.9,nautical_twilight
2022-06-03T04:00:00-0400,2.02,nautical_twilight
2022-06-03T04:15:00-0400,2.14,nautical_twilight
2022-06-03T04:30:00-0400,2.27,day
2022-06-03T04:45:00-0400,2.4,day
2022-06-03T05:00:00-0400,2.52,day
2022-06-03T05:15:00-0400,2.64,day
2022-06-03T05:30:00-0400,2.75,day
2022-06-03T05:45:00-0400,2.84,day
2022-06-03T06:00:00-0400,2.92,day
2022-06-03T06:15:00-0400,2.99,day
2022-06-03T06:30:00-0400,3.04,day
2022-06-03T06:45:00-0400,3.07,day
2022-06-03T07:00:00-0400,3.09,day
2022-06-03T07:15:00-0400,3.08,day
2022-06-03T07:30:00-0400,3.06,day
2022-06-03T07:45:00-0400,3.03,day
2022-06-03T08:00:00-0400,2.97,day
2022-06-03T08:15:00-0400,2.91,day
2022-06-03T08:30:00-0400,2.83,day
2022-06-03T08:45:00-0400,2.75,day
2022-06-03T09:00:00-0400,2.66,day
2022-06-03T09:15:00-0400,2.56,day
2022-06-03T09:30:00-0400,2.46,day
2022-06-03T09:45:00-0400,2.35,day
2022-06-03T10:00:00-0400,2.25,day
2022-06-03T10:15:00-0400,2.14,day
2022-06-03T10:30:00-0400,2.04,day
2022-06-03T10:45:00-0400,1.94,day
2022-06-03T11:00:00-0400,1.83,day
2022-06-03T11:15:00-0400,1.74,day
2022-06-03T11:30:00-0400,1.64,day
2022-06-03T11:45:00-0400,1.55,day
2022-06-03T12:00:00-0400,1.46,day
2022-06-03T12:15:00-0400,1.37,day
2022-06-03T12:30:00-0400,1.29,day
2022-06-03T12:45:00-0400,1.21,day
2022-06-03T13:00:00-0400,1.14,day
2022-06-03T13:15:00-0400,1.08,day
2022-06-03T13:30:00-0400,1.03,day
2022-06-03T13:45:00-0400,0.98,day
2022-06-03T14:00:00-0400,0.95,day
2022-06-03T14:15:00-0400,0.93,day
2022-06-03T14:30:00-0400,0.92,day
2022-06-03T14:45:00-0400,0.93,day
2022-06-03T15:00:00-0400,0.95,day
2022-06-03T15:15:00-0400,0.99,day
2022-06-03T15:30:00-0400,1.04,day
2022-06-03T15:45:00-0400,1.1,day
2022-06-03T16:00:00-0400,1.17,day
2022-06-03T16:15:00-0400,1.26,day
2022-06-03T16:30:00-0400,1.35,day
2022-06-03T16:45:00-0400,1.45,day
2022-06-03T17:00:00-0400,1.55,day
2022-06-03T17:15:00-0400,1.65,day
2022-06-03T17:30:00-0400,1.75,day
2022-06-03T17:45:00-0400,1.84,day
2022-06-03T18:00:00-0400,1.93,day
2022-06-03T18:15:00-0400,2.01,day
2022-06-03T18:30:00-0400,2.07,day
2022-06-03T18:45:00-0400,2.13,day
2022-06-03T19:00:00-0400,2.17,day
2022-06-03T19:15:00-0400,2.19,day
2022-06-03T19:30:00-0400,2.21,day
2022-06-03T19:45:00-0400,2.2,day
2022-06-03T20:00:00-0400,2.19,day
2022-06-03T20:15:00-0400,2.17,day
2022-06-03T20:30:00-0400,2.13,nautical_twilight
2022-06-03T20:45:00-0400,2.09,nautical_twilight
2022-06-03T21:00:00-0400,2.04,nautical_twilight
2022-06-03T21:15:00-0400,1.98,nautical_twilight
2022-06-03T21:30:00-0400,1.93,nautical_twilight
2022-06-03T21:45:00-0400,1.87,nautical_twilight
2022-06-03T22:00:00-0400,1.81,night
2022-06-03T22:15:00-0400,1.75,night
2022-06-03T22:30:00-0400,1.7,night
2022-06-03T22:45:00-0400,1.64,night
2022-06-03T23:00:00-0400,1.59,night
2022-06-03T23:15:00-0400,1.54,night
2022-06-03T23:30:00-0400,1.5,night
2022-06-03T23:45:00-0400,1.46,night
2022-06-04T00:00:00-0400,1.42,night
2022-06-04T00:15:00-0400,1.39,night
2022-06-04T00:30:00-0400,1.36,night
2022-06-04T00:45:00-0400,1.33,night
2022-06-04T01:00:00-0400,1.31,night
2022-06-04T01:15:00-0400,1.3,night
2022-06-04T01:30:00-0400,1.29,night
2022-06-04T01:45:00-0400,1.29,night
2022-06-04T02:00:00-0400,1.3,night
2022-06-04T02:15:00-0400,1.32,night
2022-06-04T02:30:00-0400,1.35,night
2022-06-04T02:45:00-0400,1.39,night
2022-06-04T03:00:00-0400,1.44,nautical_twilight
2022-06-04T03:15:00-0400,1.5,nautical_twilight
2022-06-04T03:30:00-0400,1.57,nautical_twilight
2022-06-04T03:45:00-0400,1.66,nautical_twilight
2022-06-04T04:00:00-0400,1.75,nautical_twilight
2022-06-04T04:15:00-0400,1.85,nautical_twilight
2022-06-04T04:30:00-0400,1.96,day
2022-06-04T04:45:00-0400,2.08,day
2022-06-04T05:00:00-0400,2.2,day
2022-06-04T05:15:00-0400,2.31,day
2022-06-04T05:30:00-0400,2.43,day
2022-06-04T05:45:00-0400,2.54,day
2022-06-04T06:00:00-0400,2.64,day
2022-06-04T06:15:00-0400,2.74,day
2022-06-04T06:30:00-0400,2.82,day
2022-06-04T06:45:00-0400,2.89,day
2022-06-04T07:00:00-0400,2.94,day
2022-06-04T07:15:00-0400,2.98,day
2022-06-04T07:30:00-0400,3,day
2022-06-04T07:45:00-0400,3,day
2022-06-04T08:00:00-0400,2.99,day
2022-06-04T08:15:00-0400,2.96,day
2022-06-04T08:30:00-0400,2.91,day
2022-06-04T08:45:00-0400,2.86,day
2022-06-04T09:00:00-0400,2.79,day
2022-06-04T09:15:00-0400,2.71,day
2022-06-04T09:30:00-0400,2.63,day
2022-06-04T09:45:00-0400,2.54,day
2022-06-04T10:00:00-0400,2.44,day
2022-06-04T10:15:00-0400,2.35,day
2022-06-04T10:30:00-0400,2.25,day
2022-06-04T10:45:00-0400,2.15,day
2022-06-04T11:00:00-0400,2.05,day
2022-06-04T11:15:00-0400,1.95,day
2022-06-04T11:30:00-0400,1.85,day
2022-06-04T11:45:00-0400,1.76,day
2022-06-04T12:00:00-0400,1.67,day
2022-06-04T12:15:00-0400,1.58,day
2022-06-04T12:30:00-0400,1.5,day
2022-06-04T12:45:00-0400,1.42,day
2022-06-04T13:00:00-0400,1.34,day
2022-06-04T13:15:00-0400,1.27,day
2022-06-04T13:30:00-0400,1.2,day
2022-06-04T13:45:00-0400,1.15,day
2022-06-04T14:00:00-0400,1.1,day
2022-06-04T14:15:00-0400,1.06,day
2022-06-04T14:30:00-0400,1.02,day
2022-06-04T14:45:00-0400,1,day
2022-06-04T15:00:00-0400,1,day
2022-06-04T15:15:00-0400,1,day
2022-06-04T15:30:00-0400,1.02,day
2022-06-04T15:45:00-0400,1.05,day
2022-06-04T16:00:00-0400,1.09,day
2022-06-04T16:15:00-0400,1.15,day
2022-06-04T16:30:00-0400,1.21,day
2022-06-04T16:45:00-0400,1.29,day
2022-06-04T17:00:00-0400,1.37,day
2022-06-04T17:15:00-0400,1.46,day
2022-06-04T17:30:00-0400,1.56,day
2022-06-04T17:45:00-0400,1.65,day
2022-06-04T18:00:00-0400,1.74,day
2022-06-04T18:15:00-0400,1.83,day
2022-06-04T18:30:00-0400,1.92,day
2022-06-04T18:45:00-0400,1.99,day
2022-06-04T19:00:00-0400,2.06,day
2022-06-04T19:15:00-0400,2.12,day
2022-06-04T19:30:00-0400,2.16,day
2022-06-04T19:45:00-0400,2.19,day
2022-06-04T20:00:00-0400,2.21,day
2022-06-04T20:15:00-0400,2.22,day
2022-06-04T20:30:00-0400,2.21,nautical_twilight
2022-06-04T20:45:00-0400,2.19,nautical_twilight
2022-06-04T21:00:00-0400,2.16,nautical_twilight
2022-06-04T21:15:00-0400,2.13,nautical_twilight
2022-06-04T21:30:00-0400,2.08,nautical_twilight
2022-06-04T21:45:00-0400,2.03,nautical_twilight
2022-06-04T22:00:00-0400,1.98,night
2022-06-04T22:15:00-0400,1.92,night
2022-06-04T22:30:00-0400,1.87,night
2022-06-04T22:45:00-0400,1.81,night
2022-06-04T23:00:00-0400,1.75,night
2022-06-04T23:15:00-0400,1.7,night
2022-06-04T23:30:00-0400,1.64,night
2022-06-04T23:45:00-0400,1.59,night
2022-06-05T00:00:00-0400,1.55,night
2022-06-05T00:15:00-0400,1.5,night
2022-06-05T00:30:00-0400,1.46,night
2022-06-05T00:45:00-0400,1.43,night
2022-06-05T01:00:00-0400,1.4,night
2022-06-05T01:15:00-0400,1.37,night
2022-06-05T01:30:00-0400,1.35,night
2022-06-05T01:45:00-0400,1.33,night
2022-06-05T02:00:00-0400,1.32,night
2022-06-05T02:15:00-0400,1.32,night
2022-06-05T02:30:00-0400,1.32,night
2022-06-05T02:45:00-0400,1.33,night
2022-06-05T03:00:00-0400,1.35,nautical_twilight
2022-06-05T03:15:00-0400,1.39,nautical_twilight
2022-06-05T03:30:00-0400,1.43,nautical_twilight
2022-06-05T03:45:00-0400,1.48,nautical_twilight
2022-06-05T04:00:00-0400,1.54,nautical_twilight
2022-06-05T04:15:00-0400,1.61,nautical_twilight
2022-06-05T04:30:00-0400,1.7,day
2022-06-05T04:45:00-0400,1.79,day
2022-06-05T05:00:00-0400,1.88,day
2022-06-05T05:15:00-0400,1.99,day
2022-06-05T05:30:00-0400,2.09,day
2022-06-05T05:45:00-0400,2.2,day
2022-06-05T06:00:00-0400,2.31,day
2022-06-05T06:15:00-0400,2.41,day
2022-06-05T06:30:00-0400,2.51,day
2022-06-05T06:45:00-0400,2.6,day
2022-06-05T07:00:00-0400,2.68,day
2022-06-05T07:15:00-0400,2.75,day
2022-06-05T07:30:00-0400,2.8,day
2022-06-05T07:45:00-0400,2.84,day
2022-06-05T08:00:00-0400,2.87,day
2022-06-05T08:15:00-0400,2.88,day
2022-06-05T08:30:00-0400,2.88,day
2022-06-05T08:45:00-0400,2.86,day
2022-06-05T09:00:00-0400,2.83,day
2022-06-05T09:15:00-0400,2.79,day
2022-06-05T09:30:00-0400,2.73,day
2022-06-05T09:45:00-0400,2.67,day
2022-06-05T10:00:00-0400,2.59,day
2022-06-05T10:15:00-0400,2.51,day
2022-06-05T10:30:00-0400,2.43,day
