fish_id,location_id,first_detection_datetime,last_detection_datetime,detection_count,detected
61861,R1b,NA,NA,0,0
61861,R2a,NA,NA,0,0
61861,Rx2b,2022-05-28T16:29:45-0400,2022-05-28T16:29:45-0400,1,1
61861,Rx2a,NA,NA,0,0
61861,R2b,NA,NA,0,0
61861,R3a,NA,NA,0,0
61861,R3b,NA,NA,0,0
61861,HoT,2022-05-28T19:58:49-0400,2022-05-28T20:20:20-0400,22,1
61861,Inner_Bay,2022-05-29T20:41:05-0400,2022-05-29T20:48:06-0400,12,1
61861,Outer_Bay,2022-06-02T18:25:39-0400,2022-06-02T18:33:22-0400,12,1
61861,all_SoBI,2022-07-21T03:36:29-0400,2022-07-21T04:03:25-0400,17,1
61870,RP1,NA,NA,0,0
61870,all_MM,2022-05-28T04:44:02-0400,2022-05-28T04:44:35-0400,3,1
61870,Rx1,NA,NA,0,0
61870,R1a,NA,NA,0,0
61870,R1b,NA,NA,0,0
61870,R2a,NA,NA,0,0
61870,Rx2b,2022-05-28T11:57:25-0400,2022-05-28T11:57:25-0400,1,1
61870,Rx2a,NA,NA,0,0
61870,R2b,NA,NA,0,0
61870,R3a,NA,NA,0,0
61870,R3b,NA,NA,0,0
61870,HoT,2022-05-29T08:30:11-0400,2022-05-29T08:34:31-0400,7,1
61870,Inner_Bay,2022-05-30T04:17:40-0400,2022-05-30T04:27:54-0400,11,1
61870,Outer_Bay,NA,NA,0,0
61870,all_SoBI,NA,NA,0,0
61898,RP1,2022-05-25T20:52:04-0400,2022-05-25T20:52:42-0400,2,1
61898,all_MM,2022-05-26T02:53:04-0400,2022-05-26T02:57:15-0400,10,1
61898,Rx1,2022-05-26T04:11:15-0400,2022-05-26T04:11:55-0400,2,1
61898,R1a,NA,NA,0,0
61898,R1b,2022-05-26T04:30:26-0400,2022-05-26T04:37:58-0400,8,1
61898,R2a,NA,NA,0,0
61898,Rx2b,2022-05-26T12:33:44-0400,2022-05-26T16:23:55-0400,217,1
61898,Rx2a,NA,NA,0,0
61898,R2b,2022-05-26T18:51:39-0400,2022-05-26T18:52:09-0400,2,1
61898,R3a,NA,NA,0,0
61898,R3b,2022-05-26T19:32:30-0400,2022-05-26T19:32:30-0400,1,1
61898,HoT,2022-05-28T15:30:09-0400,2022-05-28T15:33:51-0400,11,1
61898,Inner_Bay,2022-05-30T09:13:40-0400,2022-05-30T09:13:40-0400,1,1
61898,Outer_Bay,2022-06-03T22:32:05-0400,2022-06-04T06:41:30-0400,311,1
61898,all_SoBI,NA,NA,0,0
61899,RP1,2022-05-26T03:25:28-0400,2022-05-26T03:25:28-0400,1,1
61899,all_MM,2022-05-27T02:15:46-0400,2022-05-27T02:21:05-0400,11,1
61899,Rx1,2022-05-27T03:34:01-0400,2022-05-27T03:34:46-0400,2,1
61899,R1a,NA,NA,0,0
61899,R1b,NA,NA,0,0
61899,R2a,NA,NA,0,0
61899,Rx2b,NA,NA,0,0
61899,Rx2a,NA,NA,0,0
61899,R2b,NA,NA,0,0
61899,R3a,2022-05-27T20:58:07-0400,2022-05-27T20:58:07-0400,1,1
61899,R3b,NA,NA,0,0
61899,HoT,2022-06-01T13:18:45-0400,2022-06-03T07:49:24-0400,581,1
61899,Inner_Bay,2022-06-04T08:34:14-0400,2022-06-04T08:47:35-0400,14,1
61899,Outer_Bay,2022-06-07T20:26:05-0400,2022-06-07T20:27:02-0400,2,1
61899,all_SoBI,2022-07-04T12:50:40-0400,2022-07-04T13:46:14-0400,6,1
61900,RP1,2022-05-25T21:27:21-0400,2022-05-25T21:27:21-0400,1,1
61900,all_MM,2022-05-26T03:18:02-0400,2022-05-26T03:21:09-0400,11,1
61900,Rx1,2022-05-26T04:40:20-0400,2022-05-26T17:26:45-0400,828,1
61900,R1a,NA,NA,0,0
61900,R1b,NA,NA,0,0
61900,R2a,NA,NA,0,0
61900,Rx2b,NA,NA,0,0
61900,Rx2a,NA,NA,0,0
61900,R2b,NA,NA,0,0
61900,R3a,2022-05-26T21:39:31-0400,2022-05-26T21:39:31-0400,1,1
61900,R3b,NA,NA,0,0
61900,HoT,2022-05-27T03:46:28-0400,2022-05-27T03:49:30-0400,20,1
61900,Inner_Bay,2022-05-28T11:49:12-0400,2022-05-28T12:28:25-0400,10,1
61900,Outer_Bay,2022-05-30T21:24:33-0400,2022-05-30T21:27:13-0400,2,1
61900,all_SoBI,2022-06-29T15:15:25-0400,2022-06-29T15:26:37-0400,10,1
61901,RP1,NA,NA,0,0
61901,all_MM,2022-05-26T21:31:36-0400,2022-05-26T21:32:15-0400,4,1
61901,Rx1,2022-05-26T22:46:12-0400,2022-05-26T22:46:12-0400,1,1
61901,R1a,NA,NA,0,0
61901,R1b,NA,NA,0,0
61901,R2a,NA,NA,0,0
61901,Rx2b,NA,NA,0,0
61901,Rx2a,NA,NA,0,0
61901,R2b,NA,NA,0,0
61901,R3a,2022-05-27T00:08:00-0400,2022-05-27T00:08:42-0400,2,1
61901,R3b,NA,NA,0,0
61901,HoT,2022-05-28T07:38:23-0400,2022-05-28T07:38:23-0400,1,1
61901,Inner_Bay,2022-05-30T06:48:23-0400,2022-05-30T06:52:52-0400,7,1
61901,Outer_Bay,2022-06-01T18:35:30-0400,2022-06-01T18:48:01-0400,16,1
61901,all_SoBI,2022-07-03T15:25:09-0400,2022-07-03T15:25:09-0400,1,1
61902,RP1,2022-05-25T04:29:25-0400,2022-05-25T04:29:25-0400,1,1
61902,all_MM,2022-05-26T02:25:14-0400,2022-05-26T02:32:41-0400,13,1
61902,Rx1,2022-05-26T03:49:17-0400,2022-05-26T03:50:48-0400,3,1
61902,R1a,NA,NA,0,0
61902,R1b,NA,NA,0,0
61902,R2a,NA,NA,0,0
61902,Rx2b,NA,NA,0,0
61902,Rx2a,NA,NA,0,0
61902,R2b,NA,NA,0,0
61902,R3a,2022-05-26T20:34:02-0400,2022-05-26T20:34:02-0400,1,1
61902,R3b,NA,NA,0,0
61902,HoT,2022-05-27T04:44:35-0400,2022-05-27T04:58:39-0400,23,1
61902,Inner_Bay,2022-05-28T07:43:56-0400,2022-05-28T07:44:27-0400,2,1
61902,Outer_Bay,2022-05-30T12:09:46-0400,2022-05-30T12:14:41-0400,9,1
61902,all_SoBI,2022-07-05T22:32:57-0400,2022-07-05T22:41:10-0400,6,1
61903,RP1,2022-05-26T00:28:18-0400,2022-05-26T00:28:18-0400,1,1
61903,all_MM,2022-05-27T22:58:54-0400,2022-05-27T22:58:54-0400,1,1
61903,Rx1,NA,NA,0,0
61903,R1a,NA,NA,0,0
61903,R1b,NA,NA,0,0
61903,R2a,NA,NA,0,0
61903,Rx2b,NA,NA,0,0
61903,Rx2a,2022-05-28T04:01:21-0400,2022-05-28T04:02:57-0400,3,1
61903,R2b,NA,NA,0,0
61903,R3a,2022-05-28T08:20:04-0400,2022-05-28T08:20:49-0400,2,1
61903,R3b,NA,NA,0,0
61903,HoT,2022-05-28T16:26:21-0400,2022-05-28T16:34:46-0400,14,1
61903,Inner_Bay,NA,NA,0,0
61903,Outer_Bay,2022-06-02T22:58:57-0400,2022-06-02T23:15:39-0400,23,1
61903,all_SoBI,2022-07-03T15:49:17-0400,2022-07-03T15:52:28-0400,2,1
61904,RP1,NA,NA,0,0
61904,all_MM,2022-05-26T23:59:42-0400,2022-05-27T00:05:28-0400,12,1
61904,Rx1,2022-05-27T01:29:10-0400,2022-05-27T04:34:19-0400,194,1
61904,R1a,NA,NA,0,0
61904,R1b,NA,NA,0,0
61904,R2a,2022-05-27T05:49:43-0400,2022-05-27T05:50:29-0400,2,1
61904,Rx2b,NA,NA,0,0
61904,Rx2a,NA,NA,0,0
61904,R2b,NA,NA,0,0
61904,R3a,2022-05-27T06:25:45-0400,2022-05-27T06:28:30-0400,5,1
61904,R3b,NA,NA,0,0
61904,HoT,2022-05-28T11:27:48-0400,2022-05-28T15:34:53-0400,50,1
61904,Inner_Bay,2022-05-29T08:32:25-0400,2022-05-29T08:32:25-0400,1,1
61904,Outer_Bay,2022-05-31T21:20:56-0400,2022-05-31T21:26:58-0400,9,1
61904,all_SoBI,2022-07-02T08:41:49-0400,2022-07-02T10:11:48-0400,26,1
61905,RP1,2022-05-25T21:04:40-0400,2022-05-25T21:04:40-0400,1,1
61905,all_MM,2022-05-26T03:32:41-0400,2022-05-26T03:38:13-0400,12,1
61905,Rx1,NA,NA,0,0
61905,R1a,NA,NA,0,0
61905,R1b,NA,NA,0,0
61905,R2a,NA,NA,0,0
61905,Rx2b,NA,NA,0,0
61905,Rx2a,NA,NA,0,0
61905,R2b,NA,NA,0,0
61905,R3a,2022-05-26T22:00:38-0400,2022-05-26T22:01:35-0400,3,1
61905,R3b,NA,NA,0,0
61905,HoT,2022-05-28T06:06:26-0400,2022-05-28T06:07:25-0400,7,1
61905,Inner_Bay,2022-05-29T06:32:28-0400,2022-05-29T06:35:02-0400,4,1
61905,Outer_Bay,2022-05-31T22:41:10-0400,2022-05-31T22:47:48-0400,9,1
61905,all_SoBI,2022-07-05T04:57:52-0400,2022-07-05T04:58:26-0400,2,1
61906,RP1,2022-05-26T00:02:52-0400,2022-05-26T00:02:52-0400,1,1
61906,all_MM,2022-05-26T21:24:48-0400,2022-05-26T21:25:38-0400,2,1
61906,Rx1,2022-05-26T22:41:18-0400,2022-05-26T22:41:52-0400,2,1
61906,R1a,NA,NA,0,0
61906,R1b,NA,NA,0,0
61906,R2a,NA,NA,0,0
61906,Rx2b,NA,NA,0,0
61906,Rx2a,2022-05-27T01:44:18-0400,2022-05-27T01:45:41-0400,2,1
61906,R2b,NA,NA,0,0
61906,R3a,2022-05-27T01:58:42-0400,2022-05-27T01:59:23-0400,2,1
61906,R3b,NA,NA,0,0
61906,HoT,2022-05-28T08:18:12-0400,2022-05-28T08:34:39-0400,9,1
61906,Inner_Bay,2022-05-30T04:33:42-0400,2022-05-30T04:34:17-0400,2,1
61906,Outer_Bay,2022-06-01T08:13:39-0400,2022-06-01T08:15:29-0400,3,1
61906,all_SoBI,2022-07-04T11:36:17-0400,2022-07-04T12:31:31-0400,3,1
61907,RP1,NA,NA,0,0
61907,all_MM,2022-05-26T20:33:25-0400,2022-05-26T20:34:19-0400,4,1
61907,Rx1,2022-05-26T21:41:48-0400,2022-05-26T21:42:22-0400,2,1
61907,R1a,NA,NA,0,0
61907,R1b,NA,NA,0,0
61907,R2a,NA,NA,0,0
61907,Rx2b,NA,NA,0,0
61907,Rx2a,NA,NA,0,0
61907,R2b,NA,NA,0,0
61907,R3a,2022-05-26T22:46:34-0400,2022-05-26T22:47:27-0400,2,1
61907,R3b,NA,NA,0,0
61907,HoT,2022-05-27T18:32:16-0400,2022-05-27T18:45:18-0400,9,1
61907,Inner_Bay,2022-05-28T18:07:27-0400,2022-05-28T18:11:21-0400,6,1
61907,Outer_Bay,2022-05-31T05:39:20-0400,2022-05-31T05:45:08-0400,7,1
61907,all_SoBI,2022-07-02T18:37:58-0400,2022-07-02T19:33:34-0400,7,1
61908,RP1,NA,NA,0,0
61908,all_MM,2022-05-26T02:12:52-0400,2022-05-26T02:18:38-0400,14,1
61908,Rx1,2022-05-26T03:22:58-0400,2022-05-26T03:26:09-0400,3,1
61908,R1a,NA,NA,0,0
61908,R1b,2022-05-26T03:39:54-0400,2022-05-26T03:46:47-0400,6,1
61908,R2a,NA,NA,0,0
61908,Rx2b,2022-05-26T04:11:47-0400,2022-05-26T04:19:28-0400,10,1
61908,Rx2a,NA,NA,0,0
61908,R2b,2022-05-26T04:22:03-0400,2022-05-26T04:22:55-0400,2,1
61908,R3a,NA,NA,0,0
61908,R3b,2022-05-26T04:30:42-0400,2022-05-26T04:33:32-0400,5,1
61908,HoT,2022-05-27T06:53:19-0400,2022-05-28T18:24:02-0400,735,1
61908,Inner_Bay,2022-05-30T09:44:01-0400,2022-05-30T09:48:58-0400,3,1
61908,Outer_Bay,2022-06-01T19:26:31-0400,2022-06-01T19:33:56-0400,16,1
61908,all_SoBI,2022-06-30T02:04:28-0400,2022-06-30T02:41:56-0400,8,1
61909,RP1,2022-05-25T22:17:15-0400,2022-05-25T22:17:15-0400,1,1
61909,all_MM,2022-05-26T20:22:54-0400,2022-05-26T20:23:51-0400,2,1
61909,Rx1,NA,NA,0,0
61909,R1a,NA,NA,0,0
61909,R1b,NA,NA,0,0
61909,R2a,NA,NA,0,0
61909,Rx2b,NA,NA,0,0
61909,Rx2a,2022-05-26T22:37:12-0400,2022-05-26T22:37:12-0400,1,1
61909,R2b,NA,NA,0,0
61909,R3a,2022-05-26T22:51:19-0400,2022-05-26T22:51:19-0400,1,1
61909,R3b,NA,NA,0,0
61909,HoT,2022-05-28T10:38:46-0400,2022-05-28T16:01:56-0400,411,1
61909,Inner_Bay,2022-05-30T12:06:24-0400,2022-05-30T12:10:43-0400,2,1
61909,Outer_Bay,2022-06-04T16:58:18-0400,2022-06-04T17:37:23-0400,28,1
61909,all_SoBI,2022-07-04T04:08:40-0400,2022-07-04T04:11:45-0400,5,1
